S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
507,25/03/2020,Andhra Pradesh,8,8,0,0
508,26/03/2020,Andhra Pradesh,11,10,1,0
509,27/03/2020,Andhra Pradesh,12,11,1,0
510,28/03/2020,Andhra Pradesh,14,13,1,0
511,29/03/2020,Andhra Pradesh,14,13,1,0
512,30/03/2020,Andhra Pradesh,19,18,1,0
513,31/03/2020,Andhra Pradesh,40,39,1,0
514,1/4/2020,Andhra Pradesh,83,82,1,0
515,2/4/2020,Andhra Pradesh,86,84,1,1
516,3/4/2020,Andhra Pradesh,132,130,1,1
517,4/4/2020,Andhra Pradesh,161,159,1,1
518,5/4/2020,Andhra Pradesh,161,159,1,1
519,6/4/2020,Andhra Pradesh,226,222,1,3
520,7/4/2020,Andhra Pradesh,266,262,1,3
521,8/4/2020,Andhra Pradesh,305,300,1,4
522,9/4/2020,Andhra Pradesh,348,338,6,4
523,10/4/2020,Andhra Pradesh,348,338,6,4
524,11/4/2020,Andhra Pradesh,363,350,7,6
525,12/4/2020,Andhra Pradesh,381,364,11,6
526,13/04/2020,Andhra Pradesh,427,409,11,7
527,14/04/2020,Andhra Pradesh,432,414,11,7
528,15/04/2020,Andhra Pradesh,483,458,16,9
529,16/04/2020,Andhra Pradesh,525,491,20,14
530,17/04/2020,Andhra Pradesh,534,500,20,14
531,18/04/2020,Andhra Pradesh,572,522,36,14
532,19/04/2020,Andhra Pradesh,603,546,42,15
533,20/04/2020,Andhra Pradesh,646,589,42,15
534,21/04/2020,Andhra Pradesh,722,610,92,20
535,22/04/2020,Andhra Pradesh,757,639,96,22
536,23/04/2020,Andhra Pradesh,813,669,120,24
537,24/04/2020,Andhra Pradesh,895,727,141,27
538,25/04/2020,Andhra Pradesh,955,781,145,29
539,26/04/2020,Andhra Pradesh,1061,859,171,31
540,27/04/2020,Andhra Pradesh,1097,835,231,31
541,28/04/2020,Andhra Pradesh,1183,917,235,31
542,29/04/2020,Andhra Pradesh,1259,970,258,31
543,30/04/2020,Andhra Pradesh,1332,1014,287,31
544,1/5/2020,Andhra Pradesh,1403,1051,321,31
545,2/5/2020,Andhra Pradesh,1463,1027,403,33
546,3/5/2020,Andhra Pradesh,1525,1051,441,33
547,4/5/2020,Andhra Pradesh,1583,1062,488,33
548,5/5/2020,Andhra Pradesh,1650,1090,524,36
549,6/5/2020,Andhra Pradesh,1717,1092,589,36
550,7/5/2020,Andhra Pradesh,1777,1012,729,36
551,8/5/2020,Andhra Pradesh,1847,1029,780,38
552,9/5/2020,Andhra Pradesh,1887,1004,842,41
553,10/5/2020,Andhra Pradesh,1930,999,887,44
554,11/5/2020,Andhra Pradesh,1980,1010,925,45
555,12/5/2020,Andhra Pradesh,2018,998,975,45
556,13/05/2020,Andhra Pradesh,2090,988,1056,46
557,14/05/2020,Andhra Pradesh,2137,948,1142,47
558,15/05/2020,Andhra Pradesh,2205,965,1192,48
559,16/05/2020,Andhra Pradesh,2307,1007,1252,48
560,17/05/2020,Andhra Pradesh,2355,953,1353,49
561,18/05/2020,Andhra Pradesh,2407,901,1456,50
562,19/05/2020,Andhra Pradesh,2474,872,1552,50
563,20/05/2020,Andhra Pradesh,2532,859,1621,52
564,21/05/2020,Andhra Pradesh,2602,909,1640,53
565,22/05/2020,Andhra Pradesh,2647,885,1709,53
566,23/05/2020,Andhra Pradesh,2709,891,1763,55
567,24/05/2020,Andhra Pradesh,2757,892,1809,56
568,25/05/2020,Andhra Pradesh,2823,911,1856,56
569,26/05/2020,Andhra Pradesh,3110,1158,1896,56
570,27/05/2020,Andhra Pradesh,3171,1105,2009,57
571,28/05/2020,Andhra Pradesh,3171,1056,2057,58
572,29/05/2020,Andhra Pradesh,3251,1067,2125,59
573,30/05/2020,Andhra Pradesh,3436,1150,2226,60
574,31/05/2020,Andhra Pradesh,3569,1220,2289,60
575,1/6/2020,Andhra Pradesh,3679,1268,2349,62
576,2/6/2020,Andhra Pradesh,3783,1341,2378,64
577,3/6/2020,Andhra Pradesh,3898,1413,2421,64
578,4/6/2020,Andhra Pradesh,4080,1546,2466,68
579,5/6/2020,Andhra Pradesh,4223,1613,2539,71
580,6/6/2020,Andhra Pradesh,4303,1654,2576,73
581,7/6/2020,Andhra Pradesh,4510,1817,2620,73
582,8/6/2020,Andhra Pradesh,4708,1951,2682,75
583,9/6/2020,Andhra Pradesh,4851,2031,2745,75
584,10/6/2020,Andhra Pradesh,5070,2191,2802,77
585,11/6/2020,Andhra Pradesh,5269,2292,2899,78
586,12/6/2020,Andhra Pradesh,5429,2301,3048,80
587,13/06/2020,Andhra Pradesh,5680,2495,3105,80
588,14/06/2020,Andhra Pradesh,5965,2688,3195,82
589,15/06/2020,Andhra Pradesh,6163,2765,3314,84
590,16/06/2020,Andhra Pradesh,6456,3052,3316,88
591,17/06/2020,Andhra Pradesh,6841,3244,3509,88
592,18/06/2020,Andhra Pradesh,7071,3340,3641,90
593,19/06/2020,Andhra Pradesh,7518,3637,3789,92
594,20/06/2020,Andhra Pradesh,7961,3948,3917,96
595,21/06/2020,Andhra Pradesh,8452,4240,4111,101
596,22/06/2020,Andhra Pradesh,8999,4562,4331,106
597,23/06/2020,Andhra Pradesh,9372,4766,4495,111
598,24/06/2020,Andhra Pradesh,10002,5284,4599,119
599,25/06/2020,Andhra Pradesh,10331,5428,4779,124
600,26/06/2020,Andhra Pradesh,10884,5760,4988,136
601,27/06/2020,Andhra Pradesh,11489,6145,5196,148
602,28/06/2020,Andhra Pradesh,12285,6648,5480,157
603,29/06/2020,Andhra Pradesh,13241,7164,5908,169
604,30/06/2020,Andhra Pradesh,13891,7479,6232,180
605,1/7/2020,Andhra Pradesh,14595,7897,6511,187
606,2/7/2020,Andhra Pradesh,15252,8071,6988,193
607,3/7/2020,Andhra Pradesh,16097,8586,7313,198
608,4/7/2020,Andhra Pradesh,16934,9096,7632,206
609,5/7/2020,Andhra Pradesh,17699,9473,8008,218
610,6/7/2020,Andhra Pradesh,18697,10043,8422,232
611,7/7/2020,Andhra Pradesh,20019,10860,8920,239
612,8/7/2020,Andhra Pradesh,21197,11200,9745,252
613,9/7/2020,Andhra Pradesh,22259,10894,11101,264
614,10/7/2020,Andhra Pradesh,23814,11383,12154,277
615,11/7/2020,Andhra Pradesh,25422,11936,13194,292
616,12/7/2020,Andhra Pradesh,27235,12533,14393,309
617,13/07/2020,Andhra Pradesh,29168,13428,15412,328
618,14/07/2020,Andhra Pradesh,31103,14274,16464,365
619,15/07/2020,Andhra Pradesh,33019,15144,17467,408
620,16/07/2020,Andhra Pradesh,35451,16621,18378,452
621,17/07/2020,Andhra Pradesh,38044,18159,19393,492
622,18/07/2020,Andhra Pradesh,40646,19814,20298,534
623,19/07/2020,Andhra Pradesh,44609,22260,21763,586
624,20/07/2020,Andhra Pradesh,49650,26118,22890,642
625,21/07/2020,Andhra Pradesh,53724,28800,24228,696
626,22/07/2020,Andhra Pradesh,58668,32336,25574,758
627,23/07/2020,Andhra Pradesh,64713,31763,32127,823
628,24/07/2020,Andhra Pradesh,72711,34272,37555,884
629,25/07/2020,Andhra Pradesh,80858,39990,39935,933
630,26/07/2020,Andhra Pradesh,88671,44431,43255,985
631,27/07/2020,Andhra Pradesh,96298,48956,46301,1041
632,28/07/2020,Andhra Pradesh,102349,51701,49558,1090
633,29/07/2020,Andhra Pradesh,110297,56527,52622,1148
634,30/07/2020,Andhra Pradesh,120390,63771,55406,1213
635,31/07/2020,Andhra Pradesh,130557,69252,60024,1281
636,1/8/2020,Andhra Pradesh,140933,75720,63864,1349
637,2/8/2020,Andhra Pradesh,150209,72188,76614,1407
638,3/8/2020,Andhra Pradesh,158764,74404,82886,1474
639,4/8/2020,Andhra Pradesh,166586,76377,88672,1537
640,5/8/2020,Andhra Pradesh,176333,79104,95625,1604
641,6/8/2020,Andhra Pradesh,186461,80426,104354,1681
642,7/8/2020,Andhra Pradesh,196789,82166,112870,1753
643,8/8/2020,Andhra Pradesh,206960,84654,120464,1842
644,9/8/2020,Andhra Pradesh,217040,85486,129615,1939
645,10/8/2020,Andhra Pradesh,227860,87112,138712,2036
646,11/8/2020,Andhra Pradesh,235525,87773,145636,2116
647,12/8/2020,Andhra Pradesh,244549,87597,154749,2203
648,13/08/2020,Andhra Pradesh,254146,90425,161425,2296
649,14/08/2020,Andhra Pradesh,264142,90780,170984,2378
650,15/08/2020,Andhra Pradesh,273085,89907,180703,2475
651,16/08/2020,Andhra Pradesh,281817,88138,191117,2562
652,17/08/2020,Andhra Pradesh,289829,85945,201234,2650
653,18/08/2020,Andhra Pradesh,296609,84777,209100,2732
654,19/08/2020,Andhra Pradesh,306261,85130,218311,2820
655,20/08/2020,Andhra Pradesh,316003,86725,226372,2906
656,21/08/2020,Andhra Pradesh,325396,87177,235218,3001
657,22/08/2020,Andhra Pradesh,334940,87803,244045,3092
658,23/08/2020,Andhra Pradesh,345216,89389,252638,3189
659,24/08/2020,Andhra Pradesh,353111,89742,260087,3282
660,25/08/2020,Andhra Pradesh,361712,89516,268828,3368
661,26/08/2020,Andhra Pradesh,371639,89932,278247,3460
662,27/08/2020,Andhra Pradesh,382469,92208,286720,3541
663,28/08/2020,Andhra Pradesh,393090,94209,295248,3633
664,29/08/2020,Andhra Pradesh,403616,96191,303711,3714
665,30/08/2020,Andhra Pradesh,414164,97681,312687,3796
666,31/08/2020,Andhra Pradesh,424767,99129,321754,3884
667,1/9/2020,Andhra Pradesh,434771,100276,330526,3969
668,2/9/2020,Andhra Pradesh,445139,101210,339876,4053
669,3/9/2020,Andhra Pradesh,455531,103076,348330,4125
670,4/9/2020,Andhra Pradesh,465730,103521,358009,4200
671,5/9/2020,Andhra Pradesh,476506,102067,370163,4276
672,6/9/2020,Andhra Pradesh,487331,100880,382104,4347
673,7/9/2020,Andhra Pradesh,498125,99689,394019,4417
674,8/9/2020,Andhra Pradesh,506493,97932,404074,4487
675,9/9/2020,Andhra Pradesh,517094,96769,415765,4560
676,10/9/2020,Andhra Pradesh,527512,97271,425607,4634
677,11/9/2020,Andhra Pradesh,537687,97338,435647,4702
678,12/9/2020,Andhra Pradesh,547686,96191,446716,4779
679,13/09/2020,Andhra Pradesh,557587,95733,457008,4846
680,14/09/2020,Andhra Pradesh,567123,95072,467139,4912
681,15/09/2020,Andhra Pradesh,575079,93204,476903,4972
682,16/09/2020,Andhra Pradesh,583925,92353,486531,5041
683,17/09/2020,Andhra Pradesh,592760,90279,497376,5105
684,18/09/2020,Andhra Pradesh,601462,88197,508088,5177
685,19/09/2020,Andhra Pradesh,609558,84423,519891,5244
686,20/09/2020,Andhra Pradesh,617776,81763,530711,5302
687,21/09/2020,Andhra Pradesh,625514,78836,541319,5359
688,22/09/2020,Andhra Pradesh,631749,74518,551821,5410
689,23/09/2020,Andhra Pradesh,639302,71465,562376,5461
690,24/09/2020,Andhra Pradesh,646530,70357,570667,5506
691,25/09/2020,Andhra Pradesh,654385,69353,579474,5558
692,26/09/2020,Andhra Pradesh,661458,67683,588169,5606
693,27/09/2020,Andhra Pradesh,668751,65794,597294,5663
694,28/09/2020,Andhra Pradesh,675674,64876,605090,5708
695,29/09/2020,Andhra Pradesh,681161,63116,612300,5745
696,30/09/2020,Andhra Pradesh,687351,59435,622136,5780
697,1/10/2020,Andhra Pradesh,693484,58445,629211,5828
698,2/10/2020,Andhra Pradesh,700235,57858,636508,5869
699,3/10/2020,Andhra Pradesh,706790,56897,643993,5900
700,4/10/2020,Andhra Pradesh,713014,55282,651791,5941
701,5/10/2020,Andhra Pradesh,719256,54400,658875,5981
702,6/10/2020,Andhra Pradesh,723512,51060,666433,6019
703,7/10/2020,Andhra Pradesh,729307,50776,672479,6052
704,8/10/2020,Andhra Pradesh,734427,49513,678828,6086
705,9/10/2020,Andhra Pradesh,739719,48661,684930,6128
706,10/10/2020,Andhra Pradesh,744864,47665,691040,6159
707,11/10/2020,Andhra Pradesh,750517,46624,697699,6194
708,12/10/2020,Andhra Pradesh,755727,46295,703208,6224
709,13/10/2020,Andhra Pradesh,758951,43983,708712,6256
710,14/10/2020,Andhra Pradesh,763573,42855,714427,6291
711,15/10/2020,Andhra Pradesh,767465,41669,719477,6319
712,16/10/2020,Andhra Pradesh,771503,40047,725099,6357
713,17/10/2020,Andhra Pradesh,775470,38979,730109,6382
714,18/10/2020,Andhra Pradesh,779146,37102,735638,6406
715,19/10/2020,Andhra Pradesh,783132,36474,740229,6429
716,20/10/2020,Andhra Pradesh,786050,35065,744532,6453
717,21/10/2020,Andhra Pradesh,789553,33396,749676,6481
718,22/10/2020,Andhra Pradesh,793299,32376,754415,6508
719,23/10/2020,Andhra Pradesh,796919,32257,758138,6524
720,24/10/2020,Andhra Pradesh,800684,31721,762419,6544
721,25/10/2020,Andhra Pradesh,804026,31469,765991,6566
722,26/10/2020,Andhra Pradesh,807023,30860,769576,6587
723,27/10/2020,Andhra Pradesh,808924,28770,773548,6606
724,28/10/2020,Andhra Pradesh,811825,27300,777900,6625
725,29/10/2020,Andhra Pradesh,814774,26622,781509,6643
726,30/10/2020,Andhra Pradesh,817679,26268,784752,6659
727,31/10/2020,Andhra Pradesh,820565,25514,788375,6676
728,1/11/2020,Andhra Pradesh,823348,24575,792083,6690
729,2/11/2020,Andhra Pradesh,825966,23668,795592,6706
730,3/11/2020,Andhra Pradesh,827882,22538,798625,6719
731,4/11/2020,Andhra Pradesh,830731,21672,802325,6734
732,5/11/2020,Andhra Pradesh,833208,21438,805026,6744
733,6/11/2020,Andhra Pradesh,835953,21878,807318,6757
734,7/11/2020,Andhra Pradesh,838363,21825,809770,6768
735,8/11/2020,Andhra Pradesh,840730,21434,812517,6779
736,9/11/2020,Andhra Pradesh,842967,21403,814773,6791
737,10/11/2020,Andhra Pradesh,844359,21235,816322,6802
738,11/11/2020,Andhra Pradesh,846245,20958,818473,6814
739,12/11/2020,Andhra Pradesh,847977,20915,820234,6828
740,13/11/2020,Andhra Pradesh,849705,20857,822011,6837
741,14/11/2020,Andhra Pradesh,851298,20262,824189,6847
742,15/11/2020,Andhra Pradesh,852955,19757,826344,6854
743,16/11/2020,Andhra Pradesh,854011,18659,828484,6868
744,17/11/2020,Andhra Pradesh,854764,17892,829991,6881
745,18/11/2020,Andhra Pradesh,856159,16985,832284,6890
746,19/11/2020,Andhra Pradesh,857395,16516,833980,6899
747,20/11/2020,Andhra Pradesh,858711,16000,835801,6910
748,3/4/2020,Arunachal Pradesh,1,1,0,0
749,4/4/2020,Arunachal Pradesh,1,1,0,0
750,5/4/2020,Arunachal Pradesh,1,1,0,0
751,6/4/2020,Arunachal Pradesh,1,1,0,0
752,7/4/2020,Arunachal Pradesh,1,1,0,0
753,8/4/2020,Arunachal Pradesh,1,1,0,0
754,9/4/2020,Arunachal Pradesh,1,1,0,0
755,10/4/2020,Arunachal Pradesh,1,1,0,0
756,11/4/2020,Arunachal Pradesh,1,1,0,0
757,12/4/2020,Arunachal Pradesh,1,1,0,0
758,13/04/2020,Arunachal Pradesh,1,1,0,0
759,14/04/2020,Arunachal Pradesh,1,1,0,0
760,15/04/2020,Arunachal Pradesh,1,1,0,0
761,16/04/2020,Arunachal Pradesh,1,1,0,0
762,17/04/2020,Arunachal Pradesh,1,1,0,0
763,18/04/2020,Arunachal Pradesh,1,1,0,0
764,19/04/2020,Arunachal Pradesh,1,1,0,0
765,20/04/2020,Arunachal Pradesh,1,1,0,0
766,21/04/2020,Arunachal Pradesh,1,1,0,0
767,22/04/2020,Arunachal Pradesh,1,0,1,0
768,23/04/2020,Arunachal Pradesh,1,0,1,0
769,24/04/2020,Arunachal Pradesh,1,0,1,0
770,25/04/2020,Arunachal Pradesh,1,0,1,0
771,26/04/2020,Arunachal Pradesh,1,0,1,0
772,27/04/2020,Arunachal Pradesh,1,0,1,0
773,28/04/2020,Arunachal Pradesh,1,0,1,0
774,29/04/2020,Arunachal Pradesh,1,0,1,0
775,30/04/2020,Arunachal Pradesh,1,0,1,0
776,1/5/2020,Arunachal Pradesh,1,0,1,0
777,2/5/2020,Arunachal Pradesh,1,0,1,0
778,3/5/2020,Arunachal Pradesh,1,0,1,0
779,4/5/2020,Arunachal Pradesh,1,0,1,0
780,5/5/2020,Arunachal Pradesh,1,0,1,0
781,6/5/2020,Arunachal Pradesh,1,0,1,0
782,7/5/2020,Arunachal Pradesh,1,0,1,0
783,8/5/2020,Arunachal Pradesh,1,0,1,0
784,9/5/2020,Arunachal Pradesh,1,0,1,0
785,10/5/2020,Arunachal Pradesh,1,0,1,0
786,11/5/2020,Arunachal Pradesh,1,0,1,0
787,12/5/2020,Arunachal Pradesh,1,0,1,0
788,13/05/2020,Arunachal Pradesh,1,0,1,0
789,14/05/2020,Arunachal Pradesh,1,0,1,0
790,15/05/2020,Arunachal Pradesh,1,0,1,0
791,16/05/2020,Arunachal Pradesh,1,0,1,0
792,17/05/2020,Arunachal Pradesh,1,0,1,0
793,18/05/2020,Arunachal Pradesh,1,0,1,0
794,19/05/2020,Arunachal Pradesh,1,0,1,0
795,20/05/2020,Arunachal Pradesh,1,0,1,0
796,21/05/2020,Arunachal Pradesh,1,0,1,0
797,22/05/2020,Arunachal Pradesh,1,0,1,0
798,23/05/2020,Arunachal Pradesh,1,0,1,0
799,24/05/2020,Arunachal Pradesh,1,0,1,0
800,25/05/2020,Arunachal Pradesh,1,0,1,0
801,26/05/2020,Arunachal Pradesh,2,1,1,0
802,27/05/2020,Arunachal Pradesh,2,1,1,0
803,28/05/2020,Arunachal Pradesh,2,1,1,0
804,29/05/2020,Arunachal Pradesh,3,2,1,0
805,30/05/2020,Arunachal Pradesh,3,2,1,0
806,31/05/2020,Arunachal Pradesh,4,3,1,0
807,1/6/2020,Arunachal Pradesh,4,3,1,0
808,2/6/2020,Arunachal Pradesh,22,21,1,0
809,3/6/2020,Arunachal Pradesh,22,21,1,0
810,4/6/2020,Arunachal Pradesh,38,37,1,0
811,5/6/2020,Arunachal Pradesh,42,41,1,0
812,6/6/2020,Arunachal Pradesh,45,44,1,0
813,7/6/2020,Arunachal Pradesh,47,46,1,0
814,8/6/2020,Arunachal Pradesh,51,50,1,0
815,9/6/2020,Arunachal Pradesh,51,50,1,0
816,10/6/2020,Arunachal Pradesh,57,56,1,0
817,11/6/2020,Arunachal Pradesh,57,55,2,0
818,12/6/2020,Arunachal Pradesh,61,57,4,0
819,13/06/2020,Arunachal Pradesh,67,63,4,0
820,14/06/2020,Arunachal Pradesh,87,83,4,0
821,15/06/2020,Arunachal Pradesh,91,84,7,0
822,16/06/2020,Arunachal Pradesh,91,84,7,0
823,17/06/2020,Arunachal Pradesh,95,88,7,0
824,18/06/2020,Arunachal Pradesh,99,92,7,0
825,19/06/2020,Arunachal Pradesh,103,93,10,0
826,20/06/2020,Arunachal Pradesh,103,92,11,0
827,21/06/2020,Arunachal Pradesh,135,121,14,0
828,22/06/2020,Arunachal Pradesh,135,120,15,0
829,23/06/2020,Arunachal Pradesh,139,118,21,0
830,24/06/2020,Arunachal Pradesh,148,126,22,0
831,25/06/2020,Arunachal Pradesh,158,120,38,0
832,26/06/2020,Arunachal Pradesh,160,121,38,1
833,27/06/2020,Arunachal Pradesh,172,129,42,1
834,28/06/2020,Arunachal Pradesh,177,122,54,1
835,29/06/2020,Arunachal Pradesh,182,121,60,1
836,30/06/2020,Arunachal Pradesh,187,125,61,1
837,1/7/2020,Arunachal Pradesh,191,128,62,1
838,2/7/2020,Arunachal Pradesh,195,128,66,1
839,3/7/2020,Arunachal Pradesh,195,128,66,1
840,4/7/2020,Arunachal Pradesh,252,176,75,1
841,5/7/2020,Arunachal Pradesh,259,182,76,1
842,6/7/2020,Arunachal Pradesh,269,190,78,1
843,7/7/2020,Arunachal Pradesh,270,176,92,2
844,8/7/2020,Arunachal Pradesh,276,169,105,2
845,9/7/2020,Arunachal Pradesh,287,176,109,2
846,10/7/2020,Arunachal Pradesh,302,180,120,2
847,11/7/2020,Arunachal Pradesh,335,213,120,2
848,12/7/2020,Arunachal Pradesh,341,214,125,2
849,13/07/2020,Arunachal Pradesh,359,219,138,2
850,14/07/2020,Arunachal Pradesh,387,240,145,2
851,15/07/2020,Arunachal Pradesh,462,306,153,3
852,16/07/2020,Arunachal Pradesh,462,306,153,3
853,17/07/2020,Arunachal Pradesh,543,387,153,3
854,18/07/2020,Arunachal Pradesh,609,431,175,3
855,19/07/2020,Arunachal Pradesh,650,373,274,3
856,20/07/2020,Arunachal Pradesh,740,455,282,3
857,21/07/2020,Arunachal Pradesh,790,502,285,3
858,22/07/2020,Arunachal Pradesh,858,552,303,3
859,23/07/2020,Arunachal Pradesh,949,632,314,3
860,24/07/2020,Arunachal Pradesh,991,654,334,3
861,25/07/2020,Arunachal Pradesh,1056,661,392,3
862,26/07/2020,Arunachal Pradesh,1126,695,428,3
863,27/07/2020,Arunachal Pradesh,1158,650,505,3
864,28/07/2020,Arunachal Pradesh,1239,662,574,3
865,29/07/2020,Arunachal Pradesh,1330,710,617,3
866,30/07/2020,Arunachal Pradesh,1410,730,677,3
867,31/07/2020,Arunachal Pradesh,1484,654,827,3
868,1/8/2020,Arunachal Pradesh,1591,670,918,3
869,2/8/2020,Arunachal Pradesh,1673,701,969,3
870,3/8/2020,Arunachal Pradesh,1698,699,996,3
871,4/8/2020,Arunachal Pradesh,1758,692,1063,3
872,5/8/2020,Arunachal Pradesh,1790,682,1105,3
873,6/8/2020,Arunachal Pradesh,1855,642,1210,3
874,7/8/2020,Arunachal Pradesh,1948,700,1245,3
875,8/8/2020,Arunachal Pradesh,2049,720,1326,3
876,9/8/2020,Arunachal Pradesh,2117,684,1430,3
877,10/8/2020,Arunachal Pradesh,2155,670,1482,3
878,11/8/2020,Arunachal Pradesh,2231,636,1592,3
879,12/8/2020,Arunachal Pradesh,2327,690,1634,3
880,13/08/2020,Arunachal Pradesh,2430,768,1659,3
881,14/08/2020,Arunachal Pradesh,2512,790,1718,4
882,15/08/2020,Arunachal Pradesh,2607,852,1750,5
883,16/08/2020,Arunachal Pradesh,2658,882,1771,5
884,17/08/2020,Arunachal Pradesh,2701,888,1808,5
885,18/08/2020,Arunachal Pradesh,2741,843,1893,5
886,19/08/2020,Arunachal Pradesh,2875,921,1949,5
887,20/08/2020,Arunachal Pradesh,2950,923,2022,5
888,21/08/2020,Arunachal Pradesh,3066,968,2093,5
889,22/08/2020,Arunachal Pradesh,3126,996,2125,5
890,23/08/2020,Arunachal Pradesh,3223,990,2228,5
891,24/08/2020,Arunachal Pradesh,3263,961,2297,5
892,25/08/2020,Arunachal Pradesh,3312,880,2427,5
893,26/08/2020,Arunachal Pradesh,3412,899,2508,5
894,27/08/2020,Arunachal Pradesh,3555,987,2563,5
895,28/08/2020,Arunachal Pradesh,3633,1007,2621,5
